PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
617,3,1,34.0,1,1,14.4,1,Y
618,3,0,26.0,1,0,16.1,1,Y
619,2,0,4.0,2,1,39.0,1,Y
620,2,1,26.0,0,0,10.5,1,Y
621,3,1,27.0,1,0,14.4542,2,Y
622,1,1,42.0,1,0,52.5542,1,Y
623,3,1,20.0,1,1,15.7417,2,Y
624,3,1,21.0,0,0,7.8542,1,Y
625,3,1,21.0,0,0,16.1,1,Y
626,1,1,61.0,0,0,32.3208,1,Y
627,2,1,57.0,0,0,12.35,3,Y
628,1,0,21.0,0,0,77.9583,1,Y
629,3,1,26.0,0,0,7.8958,1,Y
630,3,1,0.0,0,0,7.7333,3,Y
631,1,1,80.0,0,0,30.0,1,Y
632,3,1,51.0,0,0,7.0542,1,Y
633,1,1,32.0,0,0,30.5,2,Y
634,1,1,0.0,0,0,0.0,1,Y
635,3,0,9.0,3,2,27.9,1,Y
636,2,0,28.0,0,0,13.0,1,Y
637,3,1,32.0,0,0,7.925,1,Y
638,2,1,31.0,1,1,26.25,1,Y
639,3,0,41.0,0,5,39.6875,1,Y
640,3,1,0.0,1,0,16.1,1,Y
641,3,1,20.0,0,0,7.8542,1,Y
642,1,0,24.0,0,0,69.3,2,Y
643,3,0,2.0,3,2,27.9,1,Y
644,3,1,0.0,0,0,56.4958,1,Y
645,3,0,0.75,2,1,19.2583,2,Y
646,1,1,48.0,1,0,76.7292,2,Y
647,3,1,19.0,0,0,7.8958,1,Y
648,1,1,56.0,0,0,35.5,2,Y
649,3,1,0.0,0,0,7.55,1,Y
650,3,0,23.0,0,0,7.55,1,Y
651,3,1,0.0,0,0,7.8958,1,Y
652,2,0,18.0,0,1,23.0,1,Y
653,3,1,21.0,0,0,8.4333,1,Y
654,3,0,0.0,0,0,7.8292,3,Y
655,3,0,18.0,0,0,6.75,3,Y
656,2,1,24.0,2,0,73.5,1,Y
657,3,1,0.0,0,0,7.8958,1,Y
658,3,0,32.0,1,1,15.5,3,Y
659,2,1,23.0,0,0,13.0,1,Y
660,1,1,58.0,0,2,113.275,2,Y
661,1,1,50.0,2,0,133.65,1,Y
662,3,1,40.0,0,0,7.225,2,Y
663,1,1,47.0,0,0,25.5875,1,Y
664,3,1,36.0,0,0,7.4958,1,Y
665,3,1,20.0,1,0,7.925,1,Y
666,2,1,32.0,2,0,73.5,1,Y
667,2,1,25.0,0,0,13.0,1,Y
668,3,1,0.0,0,0,7.775,1,Y
669,3,1,43.0,0,0,8.05,1,Y
670,1,0,0.0,1,0,52.0,1,Y
671,2,0,40.0,1,1,39.0,1,Y
672,1,1,31.0,1,0,52.0,1,Y
673,2,1,70.0,0,0,10.5,1,Y
674,2,1,31.0,0,0,13.0,1,Y
675,2,1,0.0,0,0,0.0,1,Y
676,3,1,18.0,0,0,7.775,1,Y
677,3,1,24.5,0,0,8.05,1,Y
678,3,0,18.0,0,0,9.8417,1,Y
679,3,0,43.0,1,6,46.9,1,Y
680,1,1,36.0,0,1,512.3292,2,Y
681,3,0,0.0,0,0,8.1375,3,Y
682,1,1,27.0,0,0,76.7292,2,Y
683,3,1,20.0,0,0,9.225,1,Y
684,3,1,14.0,5,2,46.9,1,Y
685,2,1,60.0,1,1,39.0,1,Y
686,2,1,25.0,1,2,41.5792,2,Y
687,3,1,14.0,4,1,39.6875,1,Y
688,3,1,19.0,0,0,10.1708,1,Y
689,3,1,18.0,0,0,7.7958,1,Y
690,1,0,15.0,0,1,211.3375,1,Y
691,1,1,31.0,1,0,57.0,1,Y
692,3,0,4.0,0,1,13.4167,2,Y
693,3,1,0.0,0,0,56.4958,1,Y
694,3,1,25.0,0,0,7.225,2,Y
695,1,1,60.0,0,0,26.55,1,Y
696,2,1,52.0,0,0,13.5,1,Y
697,3,1,44.0,0,0,8.05,1,Y
698,3,0,0.0,0,0,7.7333,3,Y
699,1,1,49.0,1,1,110.8833,2,Y
700,3,1,42.0,0,0,7.65,1,Y
701,1,0,18.0,1,0,227.525,2,Y
702,1,1,35.0,0,0,26.2875,1,Y
703,3,0,18.0,0,1,14.4542,2,Y
704,3,1,25.0,0,0,7.7417,3,Y
705,3,1,26.0,1,0,7.8542,1,Y
706,2,1,39.0,0,0,26.0,1,Y
707,2,0,45.0,0,0,13.5,1,Y
708,1,1,42.0,0,0,26.2875,1,Y
709,1,0,22.0,0,0,151.55,1,Y
710,3,1,0.0,1,1,15.2458,2,Y
711,1,0,24.0,0,0,49.5042,2,Y
712,1,1,0.0,0,0,26.55,1,Y
713,1,1,48.0,1,0,52.0,1,Y
714,3,1,29.0,0,0,9.4833,1,Y
715,2,1,52.0,0,0,13.0,1,Y
716,3,1,19.0,0,0,7.65,1,Y
717,1,0,38.0,0,0,227.525,2,Y
718,2,0,27.0,0,0,10.5,1,Y
719,3,1,0.0,0,0,15.5,3,Y
720,3,1,33.0,0,0,7.775,1,Y
721,2,0,6.0,0,1,33.0,1,Y
722,3,1,17.0,1,0,7.0542,1,Y
723,2,1,34.0,0,0,13.0,1,Y
724,2,1,50.0,0,0,13.0,1,Y
725,1,1,27.0,1,0,53.1,1,Y
726,3,1,20.0,0,0,8.6625,1,Y
727,2,0,30.0,3,0,21.0,1,Y
728,3,0,0.0,0,0,7.7375,3,Y
729,2,1,25.0,1,0,26.0,1,Y
730,3,0,25.0,1,0,7.925,1,Y
731,1,0,29.0,0,0,211.3375,1,Y
732,3,1,11.0,0,0,18.7875,2,Y
733,2,1,0.0,0,0,0.0,1,Y
734,2,1,23.0,0,0,13.0,1,Y
735,2,1,23.0,0,0,13.0,1,Y
736,3,1,28.5,0,0,16.1,1,Y
737,3,0,48.0,1,3,34.375,1,Y
738,1,1,35.0,0,0,512.3292,2,Y
739,3,1,0.0,0,0,7.8958,1,Y
740,3,1,0.0,0,0,7.8958,1,Y
741,1,1,0.0,0,0,30.0,1,Y
742,1,1,36.0,1,0,78.85,1,Y
743,1,0,21.0,2,2,262.375,2,Y
744,3,1,24.0,1,0,16.1,1,Y
745,3,1,31.0,0,0,7.925,1,Y
746,1,1,70.0,1,1,71.0,1,Y
747,3,1,16.0,1,1,20.25,1,Y
748,2,0,30.0,0,0,13.0,1,Y
749,1,1,19.0,1,0,53.1,1,Y
750,3,1,31.0,0,0,7.75,3,Y
751,2,0,4.0,1,1,23.0,1,Y
752,3,1,6.0,0,1,12.475,1,Y
753,3,1,33.0,0,0,9.5,1,Y
754,3,1,23.0,0,0,7.8958,1,Y
755,2,0,48.0,1,2,65.0,1,Y
756,2,1,0.67,1,1,14.5,1,Y
757,3,1,28.0,0,0,7.7958,1,Y
758,2,1,18.0,0,0,11.5,1,Y
759,3,1,34.0,0,0,8.05,1,Y
760,1,0,33.0,0,0,86.5,1,Y
761,3,1,0.0,0,0,14.5,1,Y
762,3,1,41.0,0,0,7.125,1,Y
763,3,1,20.0,0,0,7.2292,2,Y
764,1,0,36.0,1,2,120.0,1,Y
765,3,1,16.0,0,0,7.775,1,Y
766,1,0,51.0,1,0,77.9583,1,Y
767,1,1,0.0,0,0,39.6,2,Y
768,3,0,30.5,0,0,7.75,3,Y
769,3,1,0.0,1,0,24.15,3,Y
770,3,1,32.0,0,0,8.3625,1,Y
771,3,1,24.0,0,0,9.5,1,Y
772,3,1,48.0,0,0,7.8542,1,Y
773,2,0,57.0,0,0,10.5,1,Y
774,3,1,0.0,0,0,7.225,2,Y
775,2,0,54.0,1,3,23.0,1,Y
776,3,1,18.0,0,0,7.75,1,Y
777,3,1,0.0,0,0,7.75,3,Y
778,3,0,5.0,0,0,12.475,1,Y
779,3,1,0.0,0,0,7.7375,3,Y
780,1,0,43.0,0,1,211.3375,1,Y
781,3,0,13.0,0,0,7.2292,2,Y
782,1,0,17.0,1,0,57.0,1,Y
783,1,1,29.0,0,0,30.0,1,Y
784,3,1,0.0,1,2,23.45,1,Y
785,3,1,25.0,0,0,7.05,1,Y
786,3,1,25.0,0,0,7.25,1,Y
787,3,0,18.0,0,0,7.4958,1,Y
788,3,1,8.0,4,1,29.125,3,Y
789,3,1,1.0,1,2,20.575,1,Y
790,1,1,46.0,0,0,79.2,2,Y
791,3,1,0.0,0,0,7.75,3,Y
792,2,1,16.0,0,0,26.0,1,Y
793,3,0,0.0,8,2,69.55,1,Y
794,1,1,0.0,0,0,30.6958,2,Y
795,3,1,25.0,0,0,7.8958,1,Y
796,2,1,39.0,0,0,13.0,1,Y
797,1,0,49.0,0,0,25.9292,1,Y
798,3,0,31.0,0,0,8.6833,1,Y
799,3,1,30.0,0,0,7.2292,2,Y
800,3,0,30.0,1,1,24.15,1,Y
801,2,1,34.0,0,0,13.0,1,Y
802,2,0,31.0,1,1,26.25,1,Y
803,1,1,11.0,1,2,120.0,1,Y
804,3,1,0.42,0,1,8.5167,2,Y
805,3,1,27.0,0,0,6.975,1,Y
806,3,1,31.0,0,0,7.775,1,Y
807,1,1,39.0,0,0,0.0,1,Y
808,3,0,18.0,0,0,7.775,1,Y
809,2,1,39.0,0,0,13.0,1,Y
810,1,0,33.0,1,0,53.1,1,Y
811,3,1,26.0,0,0,7.8875,1,Y
812,3,1,39.0,0,0,24.15,1,Y
813,2,1,35.0,0,0,10.5,1,Y
814,3,0,6.0,4,2,31.275,1,Y
815,3,1,30.5,0,0,8.05,1,Y
816,1,1,0.0,0,0,0.0,1,Y
817,3,0,23.0,0,0,7.925,1,Y
818,2,1,31.0,1,1,37.0042,2,Y
819,3,1,43.0,0,0,6.45,1,Y
820,3,1,10.0,3,2,27.9,1,Y
821,1,0,52.0,1,1,93.5,1,Y
822,3,1,27.0,0,0,8.6625,1,Y
823,1,1,38.0,0,0,0.0,1,Y
824,3,0,27.0,0,1,12.475,1,Y
825,3,1,2.0,4,1,39.6875,1,Y
826,3,1,0.0,0,0,6.95,3,Y
827,3,1,0.0,0,0,56.4958,1,Y
828,2,1,1.0,0,2,37.0042,2,Y
829,3,1,0.0,0,0,7.75,3,Y
830,1,0,62.0,0,0,80.0,0,Y
831,3,0,15.0,1,0,14.4542,2,Y
832,2,1,0.83,1,1,18.75,1,Y
833,3,1,0.0,0,0,7.2292,2,Y
834,3,1,23.0,0,0,7.8542,1,Y
835,3,1,18.0,0,0,8.3,1,Y
836,1,0,39.0,1,1,83.1583,2,Y
837,3,1,21.0,0,0,8.6625,1,Y
838,3,1,0.0,0,0,8.05,1,Y
839,3,1,32.0,0,0,56.4958,1,Y
840,1,1,0.0,0,0,29.7,2,Y
841,3,1,20.0,0,0,7.925,1,Y
842,2,1,16.0,0,0,10.5,1,Y
843,1,0,30.0,0,0,31.0,2,Y
844,3,1,34.5,0,0,6.4375,2,Y
845,3,1,17.0,0,0,8.6625,1,Y
846,3,1,42.0,0,0,7.55,1,Y
847,3,1,0.0,8,2,69.55,1,Y
848,3,1,35.0,0,0,7.8958,2,Y
849,2,1,28.0,0,1,33.0,1,Y
850,1,0,0.0,1,0,89.1042,2,Y
851,3,1,4.0,4,2,31.275,1,Y
852,3,1,74.0,0,0,7.775,1,Y
853,3,0,9.0,1,1,15.2458,2,Y
854,1,0,16.0,0,1,39.4,1,Y
855,2,0,44.0,1,0,26.0,1,Y
856,3,0,18.0,0,1,9.35,1,Y
857,1,0,45.0,1,1,164.8667,1,Y
858,1,1,51.0,0,0,26.55,1,Y
859,3,0,24.0,0,3,19.2583,2,Y
860,3,1,0.0,0,0,7.2292,2,Y
861,3,1,41.0,2,0,14.1083,1,Y
862,2,1,21.0,1,0,11.5,1,Y
863,1,0,48.0,0,0,25.9292,1,Y
864,3,0,0.0,8,2,69.55,1,Y
865,2,1,24.0,0,0,13.0,1,Y
866,2,0,42.0,0,0,13.0,1,Y
867,2,0,27.0,1,0,13.8583,2,Y
868,1,1,31.0,0,0,50.4958,1,Y
869,3,1,0.0,0,0,9.5,1,Y
870,3,1,4.0,1,1,11.1333,1,Y
871,3,1,26.0,0,0,7.8958,1,Y
872,1,0,47.0,1,1,52.5542,1,Y
873,1,1,33.0,0,0,5.0,1,Y
874,3,1,47.0,0,0,9.0,1,Y
875,2,0,28.0,1,0,24.0,2,Y
876,3,0,15.0,0,0,7.225,2,Y
877,3,1,20.0,0,0,9.8458,1,Y
878,3,1,19.0,0,0,7.8958,1,Y
879,3,1,0.0,0,0,7.8958,1,Y
880,1,0,56.0,0,1,83.1583,2,Y
881,2,0,25.0,0,1,26.0,1,Y
882,3,1,33.0,0,0,7.8958,1,Y
883,3,0,22.0,0,0,10.5167,1,Y
884,2,1,28.0,0,0,10.5,1,Y
885,3,1,25.0,0,0,7.05,1,Y
886,3,0,39.0,0,5,29.125,3,Y
887,2,1,27.0,0,0,13.0,1,Y
888,1,0,19.0,0,0,30.0,1,Y
889,3,0,0.0,1,2,23.45,1,Y
890,1,1,26.0,0,0,30.0,2,Y
891,3,1,32.0,0,0,7.75,3,Y
